Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
52.,CoreJJ,"Jo, Yong In",Republic of Korea,"$33,550.00","$706,890.36",4.75%,"$706,890.36",4.75%
53.,Berserker,"Kim, Min Cheol",Republic of Korea,"$33,231.55","$89,264.95",37.23%,"$89,264.95",37.23%
54.,Yeon,Sean Sung,United States of America,"$32,350.00","$71,475.35",45.26%,"$71,475.35",45.26%
55.,Meiko,"Tian, Ye",China,"$32,195.83","$574,679.97",5.60%,"$574,679.97",5.60%
56.,Scout,"Lee, Ye Chan",Republic of Korea,"$32,195.83","$485,962.97",6.63%,"$485,962.97",6.63%
57.,Viper,"Park, Do Hyeon",Republic of Korea,"$32,195.83","$269,157.13",11.96%,"$269,157.13",11.96%
58.,Flandre,"Li, Xuanjun",China,"$32,195.83","$259,640.35",12.40%,"$259,640.35",12.40%
59.,JieJie,"Zhao, Lijie",China,"$32,195.83","$221,916.88",14.51%,"$221,916.88",14.51%
60.,Breathe,"Chen, Chen",China,"$31,600.20","$49,201.53",64.23%,"$49,201.53",64.23%
61.,Canyon,"Kim, Geon Bu",Republic of Korea,"$30,931.97","$397,292.18",7.79%,"$397,292.18",7.79%
62.,ShowMaker,"Heo, Su",Republic of Korea,"$30,931.97","$378,500.69",8.17%,"$378,500.69",8.17%
63.,Kellin,"Kim, Hyeong Gyu",Republic of Korea,"$30,931.97","$83,723.59",36.95%,"$83,723.59",36.95%
64.,Deokdam,"Seo, Dae Gil",Republic of Korea,"$30,931.97","$57,088.46",54.18%,"$57,088.46",54.18%
65.,Eyla,Bill Nguyen,Australia,"$30,750.00","$42,607.14",72.17%,"$42,607.14",72.17%
66.,Bradley,Bradley Benneyworth,United States of America,"$30,750.00","$37,100.00",82.88%,"$37,100.00",82.88%
67.,ssumday,"Kim, Chan Ho",Republic of Korea,"$30,568.75","$196,091.09",15.59%,"$196,091.09",15.59%
68.,HuHi,"Choi, Jae Hyun",Republic of Korea,"$30,568.75","$148,863.88",20.53%,"$148,863.88",20.53%
69.,FBI,Victor Huang,Australia,"$30,568.75","$114,394.90",26.72%,"$114,394.90",26.72%
70.,Abbedagge,Felix Braun,Germany,"$30,568.75","$91,340.71",33.47%,"$91,340.71",33.47%
71.,Closer,Can Çelik,Turkey,"$30,568.75","$72,236.86",42.32%,"$72,236.86",42.32%
72.,Danny,Kyle Sakamaki,United States of America,"$30,000.00","$32,100.00",93.46%,"$32,100.00",93.46%
73.,Armao,Jonathan Armao,United States of America,"$29,600.00","$84,673.80",34.96%,"$84,673.80",34.96%
74.,Bwipo,Gabriël Rau,Belgium,"$28,750.00","$350,853.32",8.19%,"$350,853.32",8.19%
75.,Bjergsen,Søren Bjerg,Denmark,"$28,750.00","$278,972.70",10.31%,"$278,972.70",10.31%
76.,Hans sama,Steven Liv,France,"$28,750.00","$218,819.03",13.14%,"$218,819.03",13.14%
77.,Santorin,Lucas Larsen,Denmark,"$28,750.00","$173,013.01",16.62%,"$173,013.01",16.62%
78.,Leave,"Hu, Hong Chao",China,"$28,236.04","$42,796.04",65.98%,"$42,796.04",65.98%
79.,Xiamu,"Wang, Yong Xu",China,"$27,863.20","$28,969.56",96.18%,"$28,969.56",96.18%
80.,Blaber,Robert Huang,United States of America,"$27,631.55","$249,301.39",11.08%,"$249,301.39",11.08%
81.,Fudge,Ibrahim Allami,Australia,"$27,631.55","$132,285.71",20.89%,"$132,285.71",20.89%
82.,Jensen,Nicolaj Jensen,Denmark,"$25,898.21","$383,416.68",6.75%,"$383,416.68",6.75%
83.,Kaori,Muhammed Şentürk,Turkey,"$23,568.75","$26,838.30",87.82%,"$26,838.30",87.82%
84.,Arrow,"No, Dong Hyeon",Republic of Korea,"$23,100.00","$106,239.85",21.74%,"$106,239.85",21.74%
85.,Nuguri,"Jang, Ha Gwon",Republic of Korea,"$22,703.57","$253,727.09",8.95%,"$253,727.09",8.95%
86.,Monki,"Wang, Mengqi",China,"$22,502.84","$22,502.84",100.00%,"$22,502.84",100.00%
87.,Solokill,"Mak, Fu Keung",Hong Kong,"$22,130.00","$26,330.00",84.05%,"$26,330.00",84.05%
88.,Wunder,Martin Hansen,Denmark,"$21,802.07","$437,155.62",4.99%,"$437,155.62",4.99%
89.,Hylissang,Zdravets Galabov,Bulgaria,"$21,802.07","$408,311.14",5.34%,"$408,311.14",5.34%
90.,Humanoid,Marek Brázda,Czech Republic,"$21,802.07","$198,610.38",10.98%,"$198,610.38",10.98%
91.,Upset,Elias Lipp,Germany,"$21,802.07","$68,188.74",31.97%,"$68,188.74",31.97%
92.,Razork,Iván Martín Díaz,Spain,"$21,802.07","$65,910.30",33.08%,"$65,910.30",33.08%
93.,Destiny,Mitchell Shaw,Australia,"$21,285.71","$47,690.43",44.63%,"$47,690.43",44.63%
94.,Isles,Jonah Rosario,Australia,"$20,583.33","$30,083.33",68.42%,"$30,083.33",68.42%
95.,Copy,Jouhan Pathmanathan,Canada,"$20,250.00","$26,505.71",76.40%,"$26,505.71",76.40%
96.,haoye,"He, WenHao",China,"$20,038.00","$29,376.80",68.21%,"$29,376.80",68.21%
97.,ON,"Luo, Wenjun",China,"$19,367.80","$194,318.96",9.97%,"$194,318.96",9.97%
98.,Zoom,"Zhang, Xingran",China,"$18,880.50","$186,870.52",10.10%,"$186,870.52",10.10%
99.,Zhuo,"Wang, Xuzhuo",China,"$18,880.50","$48,128.97",39.23%,"$48,128.97",39.23%
100.,Xiaopeng,"Wang, Peng",China,"$18,880.50","$46,745.80",40.39%,"$46,745.80",40.39%
