Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
73.,risze,Valentin Liradelfo,Belgium,"$23,754.18","$128,753.59",18.45%,"$128,753.59",18.45%
74.,SirBoss,Ferenc Mérész,Hungary,"$22,582.08","$42,920.69",52.61%,"$42,920.69",52.61%
75.,EmoRin,Tien Lam,Australia,"$22,281.67","$42,259.44",52.73%,"$42,259.44",52.73%
76.,Diesel,Kyle Renton,Australia,"$22,281.67","$32,016.35",69.59%,"$32,016.35",69.59%
77.,Harp3r,"Lee, Hyo Jun",Republic of Korea,"$22,021.76","$89,257.02",24.67%,"$89,257.02",24.67%
78.,SyAIL,"Song, Dong-seon",Republic of Korea,"$22,021.76","$81,466.99",27.03%,"$81,466.99",27.03%
79.,Hicks,Théophile Dupont,France,"$22,000.00","$66,630.50",33.02%,"$66,630.50",33.02%
80.,Astro,Leonardo Buzzachera,Brazil,"$21,800.00","$232,712.32",9.37%,"$232,712.32",9.37%
81.,yoona,João Gabriel,Brazil,"$21,800.00","$61,090.22",35.68%,"$61,090.22",35.68%
82.,ion,Ronaldo Osawa,Brazil,"$21,800.00","$49,475.97",44.06%,"$49,475.97",44.06%
83.,Saves,Szymon Kamieniak,Poland,"$21,052.63","$88,552.42",23.77%,"$88,552.42",23.77%
84.,Kendrew,Luke Kendrew,U.K. of Great Britain and Northern Ireland,"$21,052.63","$75,331.88",27.95%,"$75,331.88",27.95%
85.,mav,Rafael Freitas,Brazil,"$20,200.00","$70,557.88",28.63%,"$73,044.73",27.65%
86.,neLo,Leon Pesic,Croatia,"$20,115.41","$107,067.34",18.79%,"$107,258.76",18.75%
87.,Ethan,Ethan Picard,Australia,"$17,582.31","$37,434.78",46.97%,"$37,434.78",46.97%
88.,Retro,Alexander Lloyd,United States of America,"$17,400.00","$89,560.00",19.43%,"$89,866.25",19.36%
89.,Always,Dmitry MItrahovich,Russian Federation,"$17,036.12","$234,734.02",7.26%,"$234,734.02",7.26%
90.,Nyx,Zachary Thomas,United States of America,"$16,600.00","$50,060.00",33.16%,"$50,660.00",32.77%
91.,Pie,Ellis Pyart,U.K. of Great Britain and Northern Ireland,"$16,000.00","$38,510.72",41.55%,"$38,635.72",41.41%
92.,p4sh4,Pavel Kosenko,Russian Federation,"$15,134.75","$114,250.69",13.25%,"$114,250.69",13.25%
93.,Shockwave,Artyom Simakov,Russian Federation,"$15,134.75","$100,821.37",15.01%,"$100,821.37",15.01%
94.,Rask,Alan Ali,Russian Federation,"$15,134.75","$39,466.34",38.35%,"$39,466.34",38.35%
95.,wTg,Artyom Morozov,Russian Federation,"$15,134.75","$36,943.06",40.97%,"$36,943.06",40.97%
96.,Derpeh,Brandan Carr,Australia,"$13,189.75","$22,258.67",59.26%,"$22,258.67",59.26%
97.,ShiN,Shinji Funai,Japan,"$12,917.82","$34,964.23",36.95%,"$34,964.23",36.95%
98.,Afro,Naoki Kobayashi,Japan,"$12,917.82","$30,717.89",42.05%,"$30,717.89",42.05%
99.,Taipon,Taiga Katagari,Japan,"$12,917.82","$27,441.34",47.07%,"$27,441.34",47.07%
100.,ChloroForM,Takuya Kurosu,Japan,"$12,917.82","$15,638.65",82.60%,"$15,638.65",82.60%
