Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
41.,Geometrics,Emilio Leynez,Mexico,"$53,400.00","$475,400.00",11.23%,"$475,400.00",11.23%
42.,Beaulo,Jason Doty,United States of America,"$53,400.00","$408,185.00",13.08%,"$408,185.00",13.08%
43.,Achieved,Matthew Solomon,United States of America,"$53,400.00","$387,000.00",13.80%,"$387,000.00",13.80%
44.,Chala,Brady Davenport,United States of America,"$53,400.00","$311,100.00",17.16%,"$311,100.00",17.16%
45.,Okillz,AbdulMohsen Saloum,Saudi Arabia,"$53,122.51","$208,484.94",25.48%,"$208,484.94",25.48%
46.,Joker619,Abdullah AbdulKareem,Saudi Arabia,"$53,122.51","$175,627.80",30.25%,"$175,627.80",30.25%
47.,Eaglex99,Omar -,Saudi Arabia,"$53,122.51","$81,605.52",65.10%,"$81,605.52",65.10%
48.,SAxTurki,Turki -,Saudi Arabia,"$53,122.51","$58,188.67",91.29%,"$58,188.67",91.29%
49.,Merc,Bryan Wrzek,United States of America,"$52,400.00","$389,616.67",13.45%,"$389,616.67",13.45%
50.,ShepparD,Artur Ipatov,Russian Federation,"$51,897.78","$390,541.57",13.29%,"$390,541.57",13.29%
51.,JoyStiCK,Danil Gabov,Russian Federation,"$51,897.78","$389,970.14",13.31%,"$390,370.14",13.29%
52.,Dan,Danila Dontsov,Russian Federation,"$51,897.78","$319,774.42",16.23%,"$319,774.42",16.23%
53.,Scyther,Dmitry Semenov,Russian Federation,"$51,897.78","$311,696.70",16.65%,"$311,696.70",16.65%
54.,Always,Dmitry MItrahovich,Russian Federation,"$51,897.78","$234,734.02",22.11%,"$234,734.02",22.11%
55.,VertcL,Franklyn Cordero,United States of America,"$51,700.00","$208,948.57",24.74%,"$208,948.57",24.74%
56.,LAXing,Gabriel Mirelez,United States of America,"$51,700.00","$191,060.00",27.06%,"$191,910.00",26.94%
57.,FoxA,Davide Bucci,Canada,"$50,700.00","$261,087.18",19.42%,"$261,097.18",19.42%
58.,Kyno,Leonardo Figueiredo,Brazil,"$48,700.00","$218,490.00",22.29%,"$218,490.00",22.29%
59.,Yoggah,Evan Nelson,United States of America,"$48,700.00","$147,240.00",33.08%,"$147,240.00",33.08%
60.,Ecl9pse,Tyler McMullin,United States of America,"$39,000.00","$213,403.33",18.28%,"$213,403.33",18.28%
61.,Hyper,Paul Kontopanagiotis,United States of America,"$39,000.00","$182,518.33",21.37%,"$182,518.33",21.37%
62.,EnvyTaylor,"Kim, Seong-soo",Republic of Korea,"$38,426.40","$115,821.36",33.18%,"$115,821.36",33.18%
63.,Static,"Han, Chan-yong",Republic of Korea,"$36,626.78","$105,184.46",34.82%,"$105,184.46",34.82%
64.,Nova,"Lee, Si-hun",Republic of Korea,"$36,626.78","$97,104.72",37.72%,"$97,104.72",37.72%
65.,Harp3r,"Lee, Hyo Jun",Republic of Korea,"$36,626.78","$89,257.02",41.04%,"$89,257.02",41.04%
66.,SyAIL,"Song, Dong-seon",Republic of Korea,"$36,626.78","$81,466.99",44.96%,"$81,466.99",44.96%
67.,Hashom,Hashem Al Jafri,Saudi Arabia,"$34,985.87","$85,497.56",40.92%,"$85,497.56",40.92%
68.,x.Ke,Abdellah Al Wahabi,Saudi Arabia,"$34,985.87","$85,497.56",40.92%,"$85,497.56",40.92%
69.,Tr1ixd,Osama Al Zahrani,Saudi Arabia,"$34,985.87","$74,352.01",47.05%,"$74,352.01",47.05%
70.,OF4LCoN,Khalid Alsammahi,Saudi Arabia,"$34,985.87","$53,591.42",65.28%,"$53,591.42",65.28%
71.,MadLegend,Turki Al wagdani,Saudi Arabia,"$34,985.87","$51,458.08",67.99%,"$51,458.08",67.99%
72.,Fultz,Alec Fultz,United States of America,"$32,800.00","$380,200.00",8.63%,"$380,200.00",8.63%
73.,Bosco,Dylan Bosco,United States of America,"$32,800.00","$376,083.33",8.72%,"$376,083.33",8.72%
74.,Rampy,Nathanial Duvall,United States of America,"$32,800.00","$364,593.33",9.00%,"$364,593.33",9.00%
75.,Virtue,Jake Grannan,Australia,"$32,616.86","$393,731.82",8.28%,"$393,731.82",8.28%
76.,CTZN,Ben McMillian,U.K. of Great Britain and Northern Ireland,"$32,616.86","$173,671.72",18.78%,"$173,671.72",18.78%
77.,Skys,Alexander Magor,United States of America,"$32,600.00","$187,366.66",17.40%,"$187,366.66",17.40%
78.,Hotancold,Matthew Stevens,United States of America,"$31,950.00","$214,703.33",14.88%,"$214,703.33",14.88%
79.,LoneSoldier,Waleed -,Saudi Arabia,"$30,721.15","$35,787.31",85.84%,"$35,787.31",85.84%
80.,njr,Nick Rapier,United States of America,"$30,000.00","$163,233.33",18.38%,"$163,233.33",18.38%
81.,GoldenPickl3,Youssef -,Saudi Arabia,"$29,228.88","$38,560.64",75.80%,"$38,560.64",75.80%
82.,Nafe,Nathan Sharp,U.K. of Great Britain and Northern Ireland,"$28,802.26","$106,930.01",26.94%,"$106,930.01",26.94%
83.,Doki,Jack Robertson,U.K. of Great Britain and Northern Ireland,"$28,802.06","$335,944.77",8.57%,"$335,944.77",8.57%
84.,Blurr,Byron Murray,U.K. of Great Britain and Northern Ireland,"$28,802.06","$254,464.47",11.32%,"$254,464.47",11.32%
85.,Saves,Szymon Kamieniak,Poland,"$28,802.06","$88,552.42",32.53%,"$88,552.42",32.53%
86.,Rexen,Richie Coronado,United States of America,"$28,250.00","$148,014.00",19.09%,"$148,014.00",19.09%
87.,Gryxr,Pablo Rebeil,Mexico,"$28,250.00","$138,450.00",20.40%,"$138,450.00",20.40%
88.,Yeti,Alexander Lawson,United States of America,"$28,250.00","$85,410.00",33.08%,"$85,410.00",33.08%
89.,supr,Seth Hoffman,United States of America,"$28,250.00","$73,250.00",38.57%,"$73,250.00",38.57%
90.,Kanzen,Evan Bushore,United States of America,"$28,250.00","$72,950.00",38.73%,"$72,950.00",38.73%
91.,Secretly,Rickard Olofsson,Sweden,"$26,387.02","$58,271.14",45.28%,"$58,271.14",45.28%
92.,SkyGuardian,Majed -,Saudi Arabia,"$25,388.48","$31,734.50",80.00%,"$31,734.50",80.00%
93.,Canadian,Troy Jaroslawski,Canada,"$25,200.00","$491,661.90",5.13%,"$491,661.90",5.13%
94.,v3biid,- -,Saudi Arabia,"$24,961.07","$27,894.11",89.49%,"$27,894.11",89.49%
95.,F44az,- -,Saudi Arabia,"$24,322.20","$28,587.79",85.08%,"$28,587.79",85.08%
96.,ABO3ZH,- -,Saudi Arabia,"$24,321.43","$27,870.76",87.27%,"$27,870.76",87.27%
97.,MoDonly,- -,Saudi Arabia,"$24,321.43","$26,667.86",91.20%,"$26,667.86",91.20%
98.,Kayak,Jordan Morley,U.K. of Great Britain and Northern Ireland,"$24,164.52","$36,114.84",66.91%,"$36,114.84",66.91%
99.,Kantoraketti,Juhani Toivonen,Finland,"$24,043.03","$405,749.29",5.93%,"$405,749.29",5.93%
100.,UUNO,Aleksi Työppönen,Finland,"$24,043.03","$172,801.67",13.91%,"$172,801.67",13.91%
