Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
38.,VITAKING,Vitor Corrêa,Brazil,"$45,627.64","$143,442.27",31.81%,"$143,442.27",31.81%
39.,Biboo,Bastien Dulac,France,"$44,105.64","$125,274.01",35.21%,"$125,274.01",35.21%
40.,Shiinka,Axel Freisberg,France,"$44,105.64","$102,274.78",43.12%,"$102,274.78",43.12%
41.,P4,Nicolas Rimbaud,France,"$44,105.64","$102,162.58",43.17%,"$102,162.58",43.17%
42.,Mowwwgli,Yanis Dahmani,France,"$44,105.64","$86,258.26",51.13%,"$86,258.26",51.13%
43.,Psycho,Gustavo Rigal,Brazil,"$40,738.58","$447,356.55",9.11%,"$447,356.55",9.11%
44.,pino,Gabriel Fernandes,Brazil,"$40,738.58","$422,875.30",9.63%,"$423,666.11",9.62%
45.,Muzi,Murilo Muzi,Brazil,"$40,738.58","$418,875.30",9.73%,"$418,875.30",9.73%
46.,Wizard,Gustavo Gomes,Brazil,"$40,738.58","$60,645.66",67.17%,"$60,645.66",67.17%
47.,kondz,Raul Romão,Brazil,"$40,738.58","$58,581.57",69.54%,"$58,581.57",69.54%
48.,Geometrics,Emilio Leynez,Mexico,"$38,800.00","$475,400.00",8.16%,"$475,400.00",8.16%
49.,CTZN,Ben McMillian,U.K. of Great Britain and Northern Ireland,"$38,800.00","$173,671.72",22.34%,"$173,671.72",22.34%
50.,Rexen,Richie Coronado,United States of America,"$38,800.00","$148,014.00",26.21%,"$148,014.00",26.21%
51.,Gryxr,Pablo Rebeil,Mexico,"$38,800.00","$138,450.00",28.02%,"$138,450.00",28.02%
52.,Gunnar,Shaun Pottorff,United States of America,"$38,800.00","$62,100.00",62.48%,"$62,100.00",62.48%
53.,d4sh,Leonardo Lopes,Brazil,"$38,724.29","$61,973.85",62.48%,"$61,973.85",62.48%
54.,Dotz,João Miranda,Brazil,"$38,724.29","$61,973.85",62.48%,"$61,973.85",62.48%
55.,Maia,Gabriel Maia,Brazil,"$38,724.29","$59,880.14",64.67%,"$59,880.14",64.67%
56.,L0BIN,Júlio Gabriel,Brazil,"$38,724.29","$55,548.35",69.71%,"$55,548.35",69.71%
57.,Spiff,Chris Park,United States of America,"$37,200.00","$38,140.00",97.54%,"$38,140.00",97.54%
58.,nesk,André Oliveira,Brazil,"$36,300.29","$389,775.60",9.31%,"$389,775.60",9.31%
59.,Paluh,Luccas Molina,Brazil,"$36,300.29","$362,877.54",10.00%,"$362,877.54",10.00%
60.,Lagonis,Lorenzo Volpi,Brazil,"$36,300.29","$159,328.47",22.78%,"$159,478.47",22.76%
61.,resetz,Pablo Oliveira,Brazil,"$36,300.29","$157,817.62",23.00%,"$157,817.62",23.00%
62.,Canadian,Troy Jaroslawski,Canada,"$35,800.00","$491,661.90",7.28%,"$491,661.90",7.28%
63.,njr,Nick Rapier,United States of America,"$35,800.00","$163,233.33",21.93%,"$163,233.33",21.93%
64.,Panbazou,Roberto Feliciano,United States of America,"$35,800.00","$148,673.33",24.08%,"$148,673.33",24.08%
65.,Gaveni,Gaven Black,United States of America,"$35,800.00","$51,600.00",69.38%,"$51,600.00",69.38%
66.,KDS,Eduardo Chiste Fontes Santos,Brazil,"$34,627.64","$210,640.89",16.44%,"$210,640.89",16.44%
67.,Handyy,Thiago Sa Ferreira,Brazil,"$34,627.64","$142,499.71",24.30%,"$142,499.71",24.30%
68.,Fultz,Alec Fultz,United States of America,"$34,200.00","$380,200.00",9.00%,"$380,200.00",9.00%
69.,Hotancold,Matthew Stevens,United States of America,"$34,200.00","$214,703.33",15.93%,"$214,703.33",15.93%
70.,Shuttle,Aaron Dugger,United States of America,"$34,000.00","$107,540.00",31.62%,"$107,540.00",31.62%
71.,neLo,Leon Pesic,Croatia,"$33,376.33","$107,067.34",31.17%,"$107,258.76",31.12%
72.,Yuzus,Josh Pritchard,U.K. of Great Britain and Northern Ireland,"$33,376.33","$70,702.52",47.21%,"$70,702.52",47.21%
73.,Solotov,Fatih Türker,Turkey,"$33,376.33","$68,520.79",48.71%,"$68,520.79",48.71%
74.,Tyrant,Luke Casey,U.K. of Great Britain and Northern Ireland,"$33,376.33","$62,576.15",53.34%,"$62,576.15",53.34%
75.,Anitun,Reon Sakai,Japan,"$32,592.87","$156,649.14",20.81%,"$156,649.14",20.81%
76.,SuzuC,Takuma Nakajima,Japan,"$32,592.87","$155,716.44",20.93%,"$155,716.44",20.93%
77.,BlackRay,Sho Hasegawa,Japan,"$32,592.87","$155,449.14",20.97%,"$155,449.14",20.97%
78.,Arcully,Takashi Ono,Japan,"$32,592.87","$37,043.22",87.99%,"$37,043.22",87.99%
79.,Kantoraketti,Juhani Toivonen,Finland,"$31,297.95","$405,749.29",7.71%,"$405,749.29",7.71%
80.,nudl,Adam Hryceniak,U.K. of Great Britain and Northern Ireland,"$31,133.34","$44,133.34",70.54%,"$44,133.34",70.54%
81.,LeonGids,Leon Giddens,U.K. of Great Britain and Northern Ireland,"$30,788.77","$143,513.65",21.45%,"$143,513.65",21.45%
82.,cryn,Pascal Alouane,Germany,"$30,788.77","$119,859.00",25.69%,"$119,859.00",25.69%
83.,Deapek,Tom Pieksma,Netherlands,"$30,788.77","$86,107.60",35.76%,"$86,107.60",35.76%
84.,Nafe,Nathan Sharp,U.K. of Great Britain and Northern Ireland,"$30,136.72","$106,930.01",28.18%,"$106,930.01",28.18%
85.,Phish,- -,United States of America,"$29,200.00","$30,260.00",96.50%,"$30,260.00",96.50%
86.,risze,Valentin Liradelfo,Belgium,"$27,000.00","$128,753.59",20.97%,"$128,753.59",20.97%
87.,SpiriTz,Zachary Dionne,Canada,"$26,000.00","$80,966.67",32.11%,"$80,966.67",32.11%
88.,Chibisu,Ryuya Hamasita,Japan,"$25,592.87","$34,505.74",74.17%,"$34,505.74",74.17%
89.,ShepparD,Artur Ipatov,Russian Federation,"$25,273.44","$390,541.57",6.47%,"$390,541.57",6.47%
90.,JoyStiCK,Danil Gabov,Russian Federation,"$25,273.44","$389,970.14",6.48%,"$390,370.14",6.47%
91.,Dan,Danila Dontsov,Russian Federation,"$25,273.44","$319,774.42",7.90%,"$319,774.42",7.90%
92.,Always,Dmitry MItrahovich,Russian Federation,"$25,273.44","$234,734.02",10.77%,"$234,734.02",10.77%
93.,p4sh4,Pavel Kosenko,Russian Federation,"$25,273.44","$114,250.69",22.12%,"$114,250.69",22.12%
94.,UUNO,Aleksi Työppönen,Finland,"$25,268.36","$172,801.67",14.62%,"$172,801.67",14.62%
95.,Hashom,Hashem Al Jafri,Saudi Arabia,"$24,200.02","$85,497.56",28.30%,"$85,497.56",28.30%
96.,x.Ke,Abdellah Al Wahabi,Saudi Arabia,"$24,200.02","$85,497.56",28.30%,"$85,497.56",28.30%
97.,Tr1ixd,Osama Al Zahrani,Saudi Arabia,"$24,200.02","$74,352.01",32.55%,"$74,352.01",32.55%
98.,Taiyou,Taiyo Kitano,Japan,"$22,816.95","$72,088.76",31.65%,"$72,088.76",31.65%
99.,Wqsyo1,Aoi Tanigawa,Japan,"$22,816.95","$65,380.52",34.90%,"$65,380.52",34.90%
100.,Rec,Riku Katou,Japan,"$22,816.95","$64,403.92",35.43%,"$64,403.92",35.43%
