Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
60.,PtitDrogo,Théo Freydière,France,"$6,108.14","$145,926.07",4.19%,"$148,426.07",4.12%
61.,JieShi,"Hu, Jiajun",China,"$5,773.92","$48,407.25",11.93%,"$48,407.25",11.93%
62.,TeebuL,Haseeb Ishaq,U.K. of Great Britain and Northern Ireland,"$5,667.87","$17,476.59",32.43%,"$17,476.59",32.43%
63.,goblin,Leon Vrhovec,Croatia,"$5,505.00","$24,315.39",22.64%,"$24,315.39",22.64%
64.,KeeN,"Hwang, Kyo Seok",Republic of Korea,"$5,468.25","$107,444.34",5.09%,"$107,444.34",5.09%
65.,PiLiPiLi,Pavel Pilipenko,Kazakhstan,"$5,325.00","$32,945.10",16.16%,"$32,970.10",16.15%
66.,Ranger,"Kien, Khun Yap",Malaysia,"$5,300.00","$10,199.36",51.96%,"$10,199.36",51.96%
67.,Prince,"Choi, Min Woo",Republic of Korea,"$5,183.57","$12,308.31",42.11%,"$12,308.31",42.11%
68.,Strange,Alexey Solyakov,Russian Federation,"$4,750.00","$16,301.79",29.14%,"$16,301.79",29.14%
69.,ArT,Tymoteusz Makaran,Poland,"$4,323.16","$13,032.90",33.17%,"$13,032.90",33.17%
70.,Namshar,Christoffer Kolmodin,Sweden,"$4,000.00","$56,573.87",7.07%,"$56,573.87",7.07%
71.,PattyMac,Patrick MacIlwaine,United States of America,"$3,998.40","$8,090.17",49.42%,"$8,090.17",49.42%
72.,Nina,Nina Qual,United States of America,"$3,874.60","$92,973.33",4.17%,"$92,973.33",4.17%
73.,Firefly,"Xue, Tao",China,"$3,871.52","$48,980.90",7.90%,"$48,980.90",7.90%
74.,ButAlways,"Chen, Ting Yu",Taiwan,"$3,800.00","$21,595.32",17.60%,"$21,595.32",17.60%
75.,Epic,Alex Damain,United States of America,"$3,750.00","$13,065.00",28.70%,"$13,065.00",28.70%
76.,MacSed,"Hu, Xiang",China,"$3,607.87","$123,759.35",2.92%,"$124,855.81",2.89%
77.,piglet,Noah Krensel,Australia,"$3,548.00","$6,975.14",50.87%,"$6,975.14",50.87%
78.,Hellraiser,Bogdan Kozar,Ukraine,"$3,510.00","$25,391.77",13.82%,"$25,391.77",13.82%
79.,Erik,Erik Bermelho,Brazil,"$3,300.00","$22,506.91",14.66%,"$25,417.74",12.98%
80.,eGGz,Sebastian Latorre,Colombia,"$3,300.00","$15,093.50",21.86%,"$15,093.50",21.86%
81.,BattleB,Sven Kroth,Germany,"$2,879.52","$5,968.17",48.25%,"$5,968.17",48.25%
82.,ForJumy,Julian Milz,Germany,"$2,829.52","$6,331.92",44.69%,"$6,331.92",44.69%
83.,AqueroN,Rubén Villanueva,Spain,"$2,823.43","$8,973.01",31.47%,"$8,973.01",31.47%
84.,HateMe,Moritz Pölzl,Austria,"$2,748.43","$6,464.51",42.52%,"$6,464.51",42.52%
85.,RazerBlader,Raza Sekha,U.K. of Great Britain and Northern Ireland,"$2,646.99","$9,616.62",27.53%,"$9,616.62",27.53%
86.,RiSky,Joshua Hayward,U.K. of Great Britain and Northern Ireland,"$2,608.50","$25,545.39",10.21%,"$25,545.39",10.21%
87.,GogojOey,"Kwok, Chun Yin",Hong Kong,"$2,600.00","$19,232.12",13.52%,"$19,232.12",13.52%
88.,Ukko,Corey Merritt,United States of America,"$2,500.00","$4,402.50",56.79%,"$4,402.50",56.79%
89.,YoungStar,Mikhail Korenev,Russian Federation,"$2,460.00","$2,460.00",100.00%,"$2,460.00",100.00%
90.,Dolan,Paul Dolan,United States of America,"$2,398.40","$6,481.81",37.00%,"$6,481.81",37.00%
91.,MCanning,Chris Canning,United States of America,"$2,300.00","$16,496.33",13.94%,"$16,496.33",13.94%
92.,YoungYakov,Yakov Moiseenko,Russian Federation,"$2,270.00","$8,011.78",28.33%,"$8,011.78",28.33%
93.,binski,"Lee, Sung Bin",United States of America,"$2,150.00","$3,109.82",69.14%,"$3,109.82",69.14%
94.,Mixu,Mikael Helenius,Finland,"$2,133.00","$4,131.49",51.63%,"$6,496.94",32.83%
95.,Bly,Aleksandr Svusuyk,Ukraine,"$2,109.40","$140,202.86",1.50%,"$140,443.70",1.50%
96.,Lemon,"Lu, Jingyang",Taiwan,"$2,100.00","$5,694.00",36.88%,"$5,694.00",36.88%
97.,XY,"Xiang, Yao",China,"$2,061.07","$93,034.28",2.22%,"$93,034.28",2.22%
98.,KingCobra,Sergey Kondaurov,Russian Federation,"$2,000.00","$4,597.43",43.50%,"$4,597.43",43.50%
99.,rhizer,Rohin Gulati,United States of America,"$1,900.00","$2,820.00",67.38%,"$2,920.00",65.07%
100.,Bioice,Jackson Wroblewski,Canada,"$1,800.00","$10,172.40",17.69%,"$10,272.40",17.52%
