Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
69.,DuBu,"Kim, Doo-young",Republic of Korea,"$142,550.00","$823,849.65",17.30%,"$823,849.65",17.30%
70.,SabeRLight-,Jonáš Volek,Czech Republic,"$142,550.00","$435,327.57",32.75%,"$435,327.57",32.75%
71.,Bryle,Jonathan Bryle Santos De Guia,Canada,"$142,550.00","$407,027.65",35.02%,"$407,027.65",35.02%
72.,Timado,Enzo Gianoli O'Connor,Peru,"$142,550.00","$402,974.85",35.37%,"$402,974.85",35.37%
73.,fy,"Xu, Linsen",China,"$140,277.84","$3,143,045.98",4.46%,"$3,143,045.98",4.46%
74.,Yang,"Zhou, Haiyang",China,"$140,277.84","$991,771.05",14.14%,"$991,771.05",14.14%
75.,Super,"Xie, Junhao",China,"$138,077.84","$1,744,279.68",7.92%,"$1,764,310.33",7.83%
76.,Wisper,Adrián Dobles,Bolivia,"$134,910.00","$641,547.87",21.03%,"$641,547.87",21.03%
77.,Chris Luck,Jean Pierre Gonzales,Peru,"$134,910.00","$611,364.54",22.07%,"$611,364.54",22.07%
78.,StingeR,Steven Vargas,Peru,"$134,910.00","$590,910.78",22.83%,"$590,910.78",22.83%
79.,Scofield,Scofield leches Gomez,Peru,"$134,910.00","$575,803.67",23.43%,"$575,803.67",23.43%
80.,K1,Hector Antonio Rodriguez,Peru,"$134,910.00","$542,222.28",24.88%,"$542,222.28",24.88%
81.,33,Neta Shapira,Israel,"$69,620.00","$2,493,256.50",2.79%,"$2,493,256.50",2.79%
82.,Skiter,Oliver Lepko,Slovakia,"$69,620.00","$2,283,346.88",3.05%,"$2,283,346.88",3.05%
83.,Nine,Leon Kirilin,Germany,"$69,620.00","$2,020,260.94",3.45%,"$2,020,260.94",3.45%
84.,FATA,Adrian Trinks,Germany,"$68,820.00","$1,410,552.48",4.88%,"$1,410,552.48",4.88%
85.,Sneyking,"Wu, Jingjun",United States of America,"$68,520.00","$2,633,383.32",2.60%,"$2,634,383.32",2.60%
86.,xiao8,"Zhang, Ning",China,"$39,900.00","$1,869,994.33",2.13%,"$1,877,434.96",2.13%
87.,Mnz,Alonso Lion,Peru,"$39,900.00","$164,024.55",24.33%,"$164,024.55",24.33%
88.,MJz,Romel Quinteros,Peru,"$39,900.00","$135,954.70",29.35%,"$135,954.70",29.35%
89.,MoOz,Joel Mori Ozambela,Peru,"$39,900.00","$112,717.80",35.40%,"$112,717.80",35.40%
90.,LeoStyle,Leonardo Sifuentes,Peru,"$39,900.00","$107,613.10",37.08%,"$107,613.10",37.08%
91.,Frank,Frank Arias,Peru,"$39,900.00","$102,948.93",38.76%,"$102,948.93",38.76%
92.,Costabile,Guilherme Silva Costabile,Brazil,"$36,200.00","$139,011.74",26.04%,"$139,011.74",26.04%
93.,Tims,Timothy Randrup,Philippines,"$35,244.00","$998,232.55",3.53%,"$998,232.55",3.53%
94.,Thiolicor,Thiago Cordeiro,Brazil,"$34,360.00","$191,824.32",17.91%,"$191,824.32",17.91%
95.,4dr,Adriano Machado,Brazil,"$34,360.00","$161,024.48",21.34%,"$161,024.48",21.34%
96.,KJ,Matheus Diniz,Brazil,"$34,360.00","$104,149.87",32.99%,"$104,149.87",32.99%
97.,skem,Rolen Andrei Gabriel Ong,Philippines,"$34,090.67","$267,505.39",12.74%,"$267,505.39",12.74%
98.,Yopaj,Erin Jasper Ferrer,Philippines,"$34,090.67","$229,884.08",14.83%,"$229,884.08",14.83%
99.,Palos,Jinn Marrey Lamatao,Philippines,"$30,115.95","$115,955.54",25.97%,"$115,955.54",25.97%
100.,Tavo,Otávio Gabriel,Brazil,"$28,960.00","$239,495.20",12.09%,"$239,495.20",12.09%
